2025-06-06 20:53:23 0 [Note] Starting MariaDB 10.4.32-MariaDB source revision c4143f909528e3fab0677a28631d10389354c491 as process 4280
2025-06-06 20:53:23 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2025-06-06 20:53:23 0 [Note] InnoDB: Uses event mutexes
2025-06-06 20:53:23 0 [Note] InnoDB: Compressed tables use zlib 1.3
2025-06-06 20:53:23 0 [Note] InnoDB: Number of pools: 1
2025-06-06 20:53:23 0 [Note] InnoDB: Using SSE2 crc32 instructions
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=275] with future log sequence number 2177976
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=404] with future log sequence number 2177976
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=274] with future log sequence number 2177932
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=428] with future log sequence number 2177932
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=273] with future log sequence number 2177888
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=403] with future log sequence number 2177888
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=272] with future log sequence number 2177844
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=402] with future log sequence number 2177844
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=271] with future log sequence number 2177800
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=434] with future log sequence number 2177800
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=270] with future log sequence number 2177756
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=401] with future log sequence number 2177756
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=269] with future log sequence number 2177712
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=400] with future log sequence number 2177712
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=268] with future log sequence number 2177668
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=399] with future log sequence number 2177668
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=116, page number=27] with future log sequence number 2177581
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=116, page number=26] with future log sequence number 2177524
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=116, page number=25] with future log sequence number 2177487
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=116, page number=24] with future log sequence number 2177450
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=116, page number=23] with future log sequence number 2177413
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=116, page number=22] with future log sequence number 2177376
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=116, page number=21] with future log sequence number 2177339
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=116, page number=20] with future log sequence number 2177302
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=116, page number=19] with future log sequence number 2177265
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=116, page number=2] with future log sequence number 2177581
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=281] with future log sequence number 2178256
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=116, page number=4] with future log sequence number 2177228
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=116, page number=3] with future log sequence number 2177624
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=410] with future log sequence number 2178256
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=280] with future log sequence number 2178212
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=3] with future log sequence number 2183101
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=409] with future log sequence number 2178212
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=279] with future log sequence number 2178168
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=1, page number=3] with future log sequence number 2183041
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=407] with future log sequence number 2178168
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=278] with future log sequence number 2178124
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=296] with future log sequence number 2191789
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=9, page number=3] with future log sequence number 2191809
2025-06-06 20:53:23 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=420] with future log sequence number 2191789
2025-06-06 20:53:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 2169552 is in the future! Current system log sequence number 300306.
2025-06-06 20:53:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-06-06 20:53:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=2] log sequence number 2127690 is in the future! Current system log sequence number 300306.
2025-06-06 20:53:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-06-06 20:53:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 2127764 is in the future! Current system log sequence number 300306.
2025-06-06 20:53:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-06-06 20:53:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 1185609 is in the future! Current system log sequence number 300306.
2025-06-06 20:53:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-06-06 20:53:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=301] log sequence number 1185609 is in the future! Current system log sequence number 300306.
2025-06-06 20:53:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-06-06 20:53:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 1185648 is in the future! Current system log sequence number 300306.
